material_name,date,storage,next_day_storage
Flour,2023-08-24,33,30.0
Flour,2023-08-25,30,32.0
Flour,2023-08-26,32,34.0
Flour,2023-08-27,34,35.0
Flour,2023-08-28,35,36.0
Flour,2023-08-29,36,39.0
Flour,2023-08-30,39,37.0
Flour,2023-08-31,37,36.0
Flour,2023-09-01,36,36.0
Flour,2023-09-02,36,33.0
Flour,2023-09-03,33,33.0
Flour,2023-09-04,33,31.0
Flour,2023-09-05,31,30.0
Flour,2023-09-06,30,32.0
Flour,2023-09-07,32,29.0
Flour,2023-09-08,29,31.0
Flour,2023-09-09,31,29.0
Flour,2023-09-10,29,30.0
Flour,2023-09-11,30,32.0
Flour,2023-09-12,32,32.0
Flour,2023-09-13,32,32.0
Flour,2023-09-14,32,32.0
Flour,2023-09-15,32,33.0
Flour,2023-09-16,33,31.0
Flour,2023-09-17,31,30.0
Flour,2023-09-18,30,29.0
Flour,2023-09-19,29,32.0
Flour,2023-09-20,32,33.0
Flour,2023-09-21,33,34.0
Flour,2023-09-22,34,40.0
Flour,2023-09-23,40,42.0
Flour,2023-09-24,42,42.0
Flour,2023-09-25,42,39.0
Flour,2023-09-26,39,36.0
Flour,2023-09-27,36,31.0
Flour,2023-09-28,31,30.0
Flour,2023-09-29,30,31.0
Flour,2023-09-30,31,30.0
Flour,2023-10-01,30,28.0
Flour,2023-10-02,28,29.0
Flour,2023-10-03,29,30.0
Flour,2023-10-04,30,33.0
Flour,2023-10-05,33,37.0
Flour,2023-10-06,37,43.0
Flour,2023-10-07,43,42.0
Flour,2023-10-08,42,42.0
Flour,2023-10-09,42,40.0
Flour,2023-10-10,40,39.0
Flour,2023-10-11,39,37.0
Flour,2023-10-12,37,35.0
Flour,2023-10-13,35,36.0
Flour,2023-10-14,36,35.0
Flour,2023-10-15,35,35.0
Flour,2023-10-16,35,33.0
Flour,2023-10-17,33,32.0
Flour,2023-10-18,32,30.0
Flour,2023-10-19,30,33.0
Flour,2023-10-20,33,34.0
Flour,2023-10-21,34,33.0
Flour,2023-10-22,33,39.0
Flour,2023-10-23,39,60.0
Flour,2023-10-24,60,44.0
Flour,2023-10-25,44,40.0
Flour,2023-10-26,40,37.0
Flour,2023-10-27,37,38.0
Flour,2023-10-28,38,36.0
Flour,2023-10-29,36,34.0
Flour,2023-10-30,34,52.0
Flour,2023-10-31,52,91.0
Flour,2023-11-01,91,51.0
Flour,2023-11-02,51,49.0
Flour,2023-11-03,49,48.0
Flour,2023-11-04,48,54.0
Flour,2023-11-05,54,135.0
Flour,2023-11-06,135,65.0
Flour,2023-11-07,65,60.0
Flour,2023-11-08,60,58.0
Flour,2023-11-09,58,80.0
Flour,2023-11-10,80,155.0
Flour,2023-11-11,155,144.0
Flour,2023-11-12,144,127.0
Flour,2023-11-13,127,68.0
Flour,2023-11-14,68,58.0
Flour,2023-11-15,58,56.0
Flour,2023-11-16,56,51.0
Flour,2023-11-17,51,51.0
Flour,2023-11-18,51,46.0
Flour,2023-11-19,46,40.0
Flour,2023-11-20,40,38.0
Flour,2023-11-21,38,40.0
Flour,2023-11-22,40,40.0
Flour,2023-11-23,40,42.0
Flour,2023-11-24,42,42.0
Flour,2023-11-25,42,41.0
Flour,2023-11-26,41,39.0
Flour,2023-11-27,39,37.0
Flour,2023-11-28,37,38.0
Flour,2023-11-29,38,47.0
Flour,2023-11-30,47,
Hand Sanitizer,2023-08-01,9,9.0
Hand Sanitizer,2023-08-02,9,9.0
Hand Sanitizer,2023-08-03,9,8.0
Hand Sanitizer,2023-08-04,8,8.0
Hand Sanitizer,2023-08-05,8,8.0
Hand Sanitizer,2023-08-06,8,8.0
Hand Sanitizer,2023-08-07,8,8.0
Hand Sanitizer,2023-08-08,8,9.0
Hand Sanitizer,2023-08-09,9,8.0
Hand Sanitizer,2023-08-10,8,7.0
Hand Sanitizer,2023-08-11,7,7.0
Hand Sanitizer,2023-08-12,7,7.0
Hand Sanitizer,2023-08-13,7,7.0
Hand Sanitizer,2023-08-14,7,7.0
Hand Sanitizer,2023-08-15,7,8.0
Hand Sanitizer,2023-08-16,8,8.0
Hand Sanitizer,2023-08-17,8,8.0
Hand Sanitizer,2023-08-18,8,9.0
Hand Sanitizer,2023-08-19,9,9.0
Hand Sanitizer,2023-08-20,9,10.0
Hand Sanitizer,2023-08-21,10,7.0
Hand Sanitizer,2023-08-22,7,7.0
Hand Sanitizer,2023-08-23,7,7.0
Hand Sanitizer,2023-08-24,7,7.0
Hand Sanitizer,2023-08-25,7,7.0
Hand Sanitizer,2023-08-26,7,6.0
Hand Sanitizer,2023-08-27,6,7.0
Hand Sanitizer,2023-08-28,7,7.0
Hand Sanitizer,2023-08-29,7,7.0
Hand Sanitizer,2023-08-30,7,7.0
Hand Sanitizer,2023-08-31,7,8.0
Hand Sanitizer,2023-09-01,8,8.0
Hand Sanitizer,2023-09-02,8,7.0
Hand Sanitizer,2023-09-03,7,8.0
Hand Sanitizer,2023-09-04,8,8.0
Hand Sanitizer,2023-09-05,8,8.0
Hand Sanitizer,2023-09-06,8,8.0
Hand Sanitizer,2023-09-07,8,8.0
Hand Sanitizer,2023-09-08,8,7.0
Hand Sanitizer,2023-09-09,7,7.0
Hand Sanitizer,2023-09-10,7,7.0
Hand Sanitizer,2023-09-11,7,8.0
Hand Sanitizer,2023-09-12,8,9.0
Hand Sanitizer,2023-09-13,9,9.0
Hand Sanitizer,2023-09-14,9,11.0
Hand Sanitizer,2023-09-15,11,11.0
Hand Sanitizer,2023-09-16,11,12.0
Hand Sanitizer,2023-09-17,12,13.0
Hand Sanitizer,2023-09-18,13,13.0
Hand Sanitizer,2023-09-19,13,13.0
Hand Sanitizer,2023-09-20,13,13.0
Hand Sanitizer,2023-09-21,13,13.0
Hand Sanitizer,2023-09-22,13,14.0
Hand Sanitizer,2023-09-23,14,15.0
Hand Sanitizer,2023-09-24,15,17.0
Hand Sanitizer,2023-09-25,17,19.0
Hand Sanitizer,2023-09-26,19,18.0
Hand Sanitizer,2023-09-27,18,15.0
Hand Sanitizer,2023-09-28,15,14.0
Hand Sanitizer,2023-09-29,14,14.0
Hand Sanitizer,2023-09-30,14,14.0
Hand Sanitizer,2023-10-01,14,13.0
Hand Sanitizer,2023-10-02,13,13.0
Hand Sanitizer,2023-10-03,13,13.0
Hand Sanitizer,2023-10-04,13,14.0
Hand Sanitizer,2023-10-05,14,14.0
Hand Sanitizer,2023-10-06,14,15.0
Hand Sanitizer,2023-10-07,15,14.0
Hand Sanitizer,2023-10-08,14,14.0
Hand Sanitizer,2023-10-09,14,15.0
Hand Sanitizer,2023-10-10,15,15.0
Hand Sanitizer,2023-10-11,15,16.0
Hand Sanitizer,2023-10-12,16,15.0
Hand Sanitizer,2023-10-13,15,15.0
Hand Sanitizer,2023-10-14,15,14.0
Hand Sanitizer,2023-10-15,14,15.0
Hand Sanitizer,2023-10-16,15,15.0
Hand Sanitizer,2023-10-17,15,15.0
Hand Sanitizer,2023-10-18,15,16.0
Hand Sanitizer,2023-10-19,16,15.0
Hand Sanitizer,2023-10-20,15,15.0
Hand Sanitizer,2023-10-21,15,14.0
Hand Sanitizer,2023-10-22,14,18.0
Hand Sanitizer,2023-10-23,18,24.0
Hand Sanitizer,2023-10-24,24,20.0
Hand Sanitizer,2023-10-25,20,19.0
Hand Sanitizer,2023-10-26,19,19.0
Hand Sanitizer,2023-10-27,19,17.0
Hand Sanitizer,2023-10-28,17,16.0
Hand Sanitizer,2023-10-29,16,17.0
Hand Sanitizer,2023-10-30,17,26.0
Hand Sanitizer,2023-10-31,26,36.0
Hand Sanitizer,2023-11-01,36,23.0
Hand Sanitizer,2023-11-02,23,21.0
Hand Sanitizer,2023-11-03,21,21.0
Hand Sanitizer,2023-11-04,21,19.0
Hand Sanitizer,2023-11-05,19,19.0
Hand Sanitizer,2023-11-06,19,20.0
Hand Sanitizer,2023-11-07,20,19.0
Hand Sanitizer,2023-11-08,19,19.0
Hand Sanitizer,2023-11-09,19,27.0
Hand Sanitizer,2023-11-10,27,44.0
Hand Sanitizer,2023-11-11,44,30.0
Hand Sanitizer,2023-11-12,30,19.0
Hand Sanitizer,2023-11-13,19,18.0
Hand Sanitizer,2023-11-14,18,18.0
Hand Sanitizer,2023-11-15,18,19.0
Hand Sanitizer,2023-11-16,19,21.0
Hand Sanitizer,2023-11-17,21,20.0
Hand Sanitizer,2023-11-18,20,18.0
Hand Sanitizer,2023-11-19,18,18.0
Hand Sanitizer,2023-11-20,18,17.0
Hand Sanitizer,2023-11-21,17,17.0
Hand Sanitizer,2023-11-22,17,17.0
Hand Sanitizer,2023-11-23,17,17.0
Hand Sanitizer,2023-11-24,17,17.0
Hand Sanitizer,2023-11-25,17,17.0
Hand Sanitizer,2023-11-26,17,18.0
Hand Sanitizer,2023-11-27,18,17.0
Hand Sanitizer,2023-11-28,17,17.0
Hand Sanitizer,2023-11-29,17,19.0
Hand Sanitizer,2023-11-30,19,
Instant Noodles,2023-08-01,32,30.0
Instant Noodles,2023-08-02,30,31.0
Instant Noodles,2023-08-03,31,29.0
Instant Noodles,2023-08-04,29,28.0
Instant Noodles,2023-08-05,28,29.0
Instant Noodles,2023-08-06,29,28.0
Instant Noodles,2023-08-07,28,29.0
Instant Noodles,2023-08-08,29,33.0
Instant Noodles,2023-08-09,33,31.0
Instant Noodles,2023-08-10,31,29.0
Instant Noodles,2023-08-11,29,28.0
Instant Noodles,2023-08-12,28,27.0
Instant Noodles,2023-08-13,27,30.0
Instant Noodles,2023-08-14,30,31.0
Instant Noodles,2023-08-15,31,31.0
Instant Noodles,2023-08-16,31,32.0
Instant Noodles,2023-08-17,32,34.0
Instant Noodles,2023-08-18,34,34.0
Instant Noodles,2023-08-19,34,36.0
Instant Noodles,2023-08-20,36,39.0
Instant Noodles,2023-08-21,39,34.0
Instant Noodles,2023-08-22,34,30.0
Instant Noodles,2023-08-23,30,29.0
Instant Noodles,2023-08-24,29,28.0
Instant Noodles,2023-08-25,28,28.0
Instant Noodles,2023-08-26,28,27.0
Instant Noodles,2023-08-27,27,29.0
Instant Noodles,2023-08-28,29,29.0
Instant Noodles,2023-08-29,29,29.0
Instant Noodles,2023-08-30,29,29.0
Instant Noodles,2023-08-31,29,32.0
Instant Noodles,2023-09-01,32,31.0
Instant Noodles,2023-09-02,31,31.0
Instant Noodles,2023-09-03,31,34.0
Instant Noodles,2023-09-04,34,33.0
Instant Noodles,2023-09-05,33,33.0
Instant Noodles,2023-09-06,33,36.0
Instant Noodles,2023-09-07,36,33.0
Instant Noodles,2023-09-08,33,36.0
Instant Noodles,2023-09-09,36,32.0
Instant Noodles,2023-09-10,32,33.0
Instant Noodles,2023-09-11,33,32.0
Instant Noodles,2023-09-12,32,31.0
Instant Noodles,2023-09-13,31,35.0
Instant Noodles,2023-09-14,35,33.0
Instant Noodles,2023-09-15,33,31.0
Instant Noodles,2023-09-16,31,32.0
Instant Noodles,2023-09-17,32,34.0
Instant Noodles,2023-09-18,34,34.0
Instant Noodles,2023-09-19,34,36.0
Instant Noodles,2023-09-20,36,38.0
Instant Noodles,2023-09-21,38,34.0
Instant Noodles,2023-09-22,34,34.0
Instant Noodles,2023-09-23,34,34.0
Instant Noodles,2023-09-24,34,35.0
Instant Noodles,2023-09-25,35,39.0
Instant Noodles,2023-09-26,39,33.0
Instant Noodles,2023-09-27,33,28.0
Instant Noodles,2023-09-28,28,27.0
Instant Noodles,2023-09-29,27,26.0
Instant Noodles,2023-09-30,26,24.0
Instant Noodles,2023-10-01,24,23.0
Instant Noodles,2023-10-02,23,24.0
Instant Noodles,2023-10-03,24,25.0
Instant Noodles,2023-10-04,25,26.0
Instant Noodles,2023-10-05,26,27.0
Instant Noodles,2023-10-06,27,30.0
Instant Noodles,2023-10-07,30,28.0
Instant Noodles,2023-10-08,28,27.0
Instant Noodles,2023-10-09,27,27.0
Instant Noodles,2023-10-10,27,28.0
Instant Noodles,2023-10-11,28,28.0
Instant Noodles,2023-10-12,28,27.0
Instant Noodles,2023-10-13,27,27.0
Instant Noodles,2023-10-14,27,26.0
Instant Noodles,2023-10-15,26,28.0
Instant Noodles,2023-10-16,28,27.0
Instant Noodles,2023-10-17,27,29.0
Instant Noodles,2023-10-18,29,26.0
Instant Noodles,2023-10-19,26,26.0
Instant Noodles,2023-10-20,26,25.0
Instant Noodles,2023-10-21,25,23.0
Instant Noodles,2023-10-22,23,25.0
Instant Noodles,2023-10-23,25,46.0
Instant Noodles,2023-10-24,46,36.0
Instant Noodles,2023-10-25,36,32.0
Instant Noodles,2023-10-26,32,33.0
Instant Noodles,2023-10-27,33,29.0
Instant Noodles,2023-10-28,29,28.0
Instant Noodles,2023-10-29,28,29.0
Instant Noodles,2023-10-30,29,28.0
Instant Noodles,2023-10-31,28,67.0
Instant Noodles,2023-11-01,67,41.0
Instant Noodles,2023-11-02,41,33.0
Instant Noodles,2023-11-03,33,32.0
Instant Noodles,2023-11-04,32,30.0
Instant Noodles,2023-11-05,30,34.0
Instant Noodles,2023-11-06,34,34.0
Instant Noodles,2023-11-07,34,34.0
Instant Noodles,2023-11-08,34,32.0
Instant Noodles,2023-11-09,32,30.0
Instant Noodles,2023-11-10,30,82.0
Instant Noodles,2023-11-11,82,58.0
Instant Noodles,2023-11-12,58,35.0
Instant Noodles,2023-11-13,35,29.0
Instant Noodles,2023-11-14,29,28.0
Instant Noodles,2023-11-15,28,28.0
Instant Noodles,2023-11-16,28,27.0
Instant Noodles,2023-11-17,27,26.0
Instant Noodles,2023-11-18,26,25.0
Instant Noodles,2023-11-19,25,28.0
Instant Noodles,2023-11-20,28,26.0
Instant Noodles,2023-11-21,26,25.0
Instant Noodles,2023-11-22,25,26.0
Instant Noodles,2023-11-23,26,23.0
Instant Noodles,2023-11-24,23,22.0
Instant Noodles,2023-11-25,22,22.0
Instant Noodles,2023-11-26,22,24.0
Instant Noodles,2023-11-27,24,24.0
Instant Noodles,2023-11-28,24,25.0
Instant Noodles,2023-11-29,25,26.0
Instant Noodles,2023-11-30,26,
Laundry Detergent,2023-08-01,190,189.0
Laundry Detergent,2023-08-02,189,192.0
Laundry Detergent,2023-08-03,192,200.0
Laundry Detergent,2023-08-04,200,184.0
Laundry Detergent,2023-08-05,184,171.0
Laundry Detergent,2023-08-06,171,164.0
Laundry Detergent,2023-08-07,164,167.0
Laundry Detergent,2023-08-08,167,175.0
Laundry Detergent,2023-08-09,175,185.0
Laundry Detergent,2023-08-10,185,180.0
Laundry Detergent,2023-08-11,180,175.0
Laundry Detergent,2023-08-12,175,152.0
Laundry Detergent,2023-08-13,152,171.0
Laundry Detergent,2023-08-14,171,188.0
Laundry Detergent,2023-08-15,188,184.0
Laundry Detergent,2023-08-16,184,184.0
Laundry Detergent,2023-08-17,184,185.0
Laundry Detergent,2023-08-18,185,178.0
Laundry Detergent,2023-08-19,178,162.0
Laundry Detergent,2023-08-20,162,170.0
Laundry Detergent,2023-08-21,170,180.0
Laundry Detergent,2023-08-22,180,186.0
Laundry Detergent,2023-08-23,186,189.0
Laundry Detergent,2023-08-24,189,191.0
Laundry Detergent,2023-08-25,191,185.0
Laundry Detergent,2023-08-26,185,179.0
Laundry Detergent,2023-08-27,179,168.0
Laundry Detergent,2023-08-28,168,201.0
Laundry Detergent,2023-08-29,201,180.0
Laundry Detergent,2023-08-30,180,210.0
Laundry Detergent,2023-08-31,210,207.0
Laundry Detergent,2023-09-01,207,207.0
Laundry Detergent,2023-09-02,207,184.0
Laundry Detergent,2023-09-03,184,193.0
Laundry Detergent,2023-09-04,193,211.0
Laundry Detergent,2023-09-05,211,217.0
Laundry Detergent,2023-09-06,217,206.0
Laundry Detergent,2023-09-07,206,208.0
Laundry Detergent,2023-09-08,208,190.0
Laundry Detergent,2023-09-09,190,188.0
Laundry Detergent,2023-09-10,188,195.0
Laundry Detergent,2023-09-11,195,216.0
Laundry Detergent,2023-09-12,216,225.0
Laundry Detergent,2023-09-13,225,217.0
Laundry Detergent,2023-09-14,217,216.0
Laundry Detergent,2023-09-15,216,219.0
Laundry Detergent,2023-09-16,219,198.0
Laundry Detergent,2023-09-17,198,214.0
Laundry Detergent,2023-09-18,214,227.0
Laundry Detergent,2023-09-19,227,246.0
Laundry Detergent,2023-09-20,246,241.0
Laundry Detergent,2023-09-21,241,239.0
Laundry Detergent,2023-09-22,239,235.0
Laundry Detergent,2023-09-23,235,223.0
Laundry Detergent,2023-09-24,223,233.0
Laundry Detergent,2023-09-25,233,259.0
Laundry Detergent,2023-09-26,259,244.0
Laundry Detergent,2023-09-27,244,241.0
Laundry Detergent,2023-09-28,241,201.0
Laundry Detergent,2023-09-29,201,171.0
Laundry Detergent,2023-09-30,171,170.0
Laundry Detergent,2023-10-01,170,150.0
Laundry Detergent,2023-10-02,150,145.0
Laundry Detergent,2023-10-03,145,143.0
Laundry Detergent,2023-10-04,143,174.0
Laundry Detergent,2023-10-05,174,178.0
Laundry Detergent,2023-10-06,178,177.0
Laundry Detergent,2023-10-07,177,202.0
Laundry Detergent,2023-10-08,202,203.0
Laundry Detergent,2023-10-09,203,203.0
Laundry Detergent,2023-10-10,203,205.0
Laundry Detergent,2023-10-11,205,206.0
Laundry Detergent,2023-10-12,206,200.0
Laundry Detergent,2023-10-13,200,195.0
Laundry Detergent,2023-10-14,195,184.0
Laundry Detergent,2023-10-15,184,198.0
Laundry Detergent,2023-10-16,198,204.0
Laundry Detergent,2023-10-17,204,216.0
Laundry Detergent,2023-10-18,216,213.0
Laundry Detergent,2023-10-19,213,224.0
Laundry Detergent,2023-10-20,224,195.0
Laundry Detergent,2023-10-21,195,184.0
Laundry Detergent,2023-10-22,184,210.0
Laundry Detergent,2023-10-23,210,274.0
Laundry Detergent,2023-10-24,274,245.0
Laundry Detergent,2023-10-25,245,247.0
Laundry Detergent,2023-10-26,247,242.0
Laundry Detergent,2023-10-27,242,223.0
Laundry Detergent,2023-10-28,223,206.0
Laundry Detergent,2023-10-29,206,201.0
Laundry Detergent,2023-10-30,201,215.0
Laundry Detergent,2023-10-31,215,321.0
Laundry Detergent,2023-11-01,321,286.0
Laundry Detergent,2023-11-02,286,259.0
Laundry Detergent,2023-11-03,259,237.0
Laundry Detergent,2023-11-04,237,238.0
Laundry Detergent,2023-11-05,238,238.0
Laundry Detergent,2023-11-06,238,253.0
Laundry Detergent,2023-11-07,253,262.0
Laundry Detergent,2023-11-08,262,260.0
Laundry Detergent,2023-11-09,260,229.0
Laundry Detergent,2023-11-10,229,318.0
Laundry Detergent,2023-11-11,318,319.0
Laundry Detergent,2023-11-12,319,270.0
Laundry Detergent,2023-11-13,270,259.0
Laundry Detergent,2023-11-14,259,239.0
Laundry Detergent,2023-11-15,239,244.0
Laundry Detergent,2023-11-16,244,234.0
Laundry Detergent,2023-11-17,234,223.0
Laundry Detergent,2023-11-18,223,210.0
Laundry Detergent,2023-11-19,210,228.0
Laundry Detergent,2023-11-20,228,249.0
Laundry Detergent,2023-11-21,249,231.0
Laundry Detergent,2023-11-22,231,240.0
Laundry Detergent,2023-11-23,240,218.0
Laundry Detergent,2023-11-24,218,212.0
Laundry Detergent,2023-11-25,212,199.0
Laundry Detergent,2023-11-26,199,215.0
Laundry Detergent,2023-11-27,215,228.0
Laundry Detergent,2023-11-28,228,228.0
Laundry Detergent,2023-11-29,228,228.0
Laundry Detergent,2023-11-30,228,
Light Bulbs,2023-08-01,26,20.0
Light Bulbs,2023-08-02,20,20.0
Light Bulbs,2023-08-03,20,20.0
Light Bulbs,2023-08-04,20,19.0
Light Bulbs,2023-08-05,19,19.0
Light Bulbs,2023-08-06,19,19.0
Light Bulbs,2023-08-07,19,20.0
Light Bulbs,2023-08-08,20,21.0
Light Bulbs,2023-08-09,21,20.0
Light Bulbs,2023-08-10,20,19.0
Light Bulbs,2023-08-11,19,19.0
Light Bulbs,2023-08-12,19,18.0
Light Bulbs,2023-08-13,18,21.0
Light Bulbs,2023-08-14,21,23.0
Light Bulbs,2023-08-15,23,22.0
Light Bulbs,2023-08-16,22,20.0
Light Bulbs,2023-08-17,20,20.0
Light Bulbs,2023-08-18,20,23.0
Light Bulbs,2023-08-19,23,24.0
Light Bulbs,2023-08-20,24,26.0
Light Bulbs,2023-08-21,26,24.0
Light Bulbs,2023-08-22,24,19.0
Light Bulbs,2023-08-23,19,18.0
Light Bulbs,2023-08-24,18,19.0
Light Bulbs,2023-08-25,19,21.0
Light Bulbs,2023-08-26,21,22.0
Light Bulbs,2023-08-27,22,24.0
Light Bulbs,2023-08-28,24,21.0
Light Bulbs,2023-08-29,21,20.0
Light Bulbs,2023-08-30,20,20.0
Light Bulbs,2023-08-31,20,24.0
Light Bulbs,2023-09-01,24,24.0
Light Bulbs,2023-09-02,24,24.0
Light Bulbs,2023-09-03,24,27.0
Light Bulbs,2023-09-04,27,26.0
Light Bulbs,2023-09-05,26,24.0
Light Bulbs,2023-09-06,24,24.0
Light Bulbs,2023-09-07,24,21.0
Light Bulbs,2023-09-08,21,26.0
Light Bulbs,2023-09-09,26,20.0
Light Bulbs,2023-09-10,20,21.0
Light Bulbs,2023-09-11,21,22.0
Light Bulbs,2023-09-12,22,20.0
Light Bulbs,2023-09-13,20,20.0
Light Bulbs,2023-09-14,20,21.0
Light Bulbs,2023-09-15,21,22.0
Light Bulbs,2023-09-16,22,22.0
Light Bulbs,2023-09-17,22,24.0
Light Bulbs,2023-09-18,24,24.0
Light Bulbs,2023-09-19,24,28.0
Light Bulbs,2023-09-20,28,26.0
Light Bulbs,2023-09-21,26,26.0
Light Bulbs,2023-09-22,26,26.0
Light Bulbs,2023-09-23,26,27.0
Light Bulbs,2023-09-24,27,29.0
Light Bulbs,2023-09-25,29,23.0
Light Bulbs,2023-09-26,23,22.0
Light Bulbs,2023-09-27,22,21.0
Light Bulbs,2023-09-28,21,20.0
Light Bulbs,2023-09-29,20,16.0
Light Bulbs,2023-09-30,16,18.0
Light Bulbs,2023-10-01,18,17.0
Light Bulbs,2023-10-02,17,18.0
Light Bulbs,2023-10-03,18,19.0
Light Bulbs,2023-10-04,19,22.0
Light Bulbs,2023-10-05,22,20.0
Light Bulbs,2023-10-06,20,23.0
Light Bulbs,2023-10-07,23,20.0
Light Bulbs,2023-10-08,20,18.0
Light Bulbs,2023-10-09,18,19.0
Light Bulbs,2023-10-10,19,18.0
Light Bulbs,2023-10-11,18,18.0
Light Bulbs,2023-10-12,18,18.0
Light Bulbs,2023-10-13,18,18.0
Light Bulbs,2023-10-14,18,16.0
Light Bulbs,2023-10-15,16,21.0
Light Bulbs,2023-10-16,21,20.0
Light Bulbs,2023-10-17,20,18.0
Light Bulbs,2023-10-18,18,19.0
Light Bulbs,2023-10-19,19,26.0
Light Bulbs,2023-10-20,26,21.0
Light Bulbs,2023-10-21,21,22.0
Light Bulbs,2023-10-22,22,25.0
Light Bulbs,2023-10-23,25,34.0
Light Bulbs,2023-10-24,34,30.0
Light Bulbs,2023-10-25,30,27.0
Light Bulbs,2023-10-26,27,26.0
Light Bulbs,2023-10-27,26,26.0
Light Bulbs,2023-10-28,26,27.0
Light Bulbs,2023-10-29,27,26.0
Light Bulbs,2023-10-30,26,19.0
Light Bulbs,2023-10-31,19,56.0
Light Bulbs,2023-11-01,56,32.0
Light Bulbs,2023-11-02,32,29.0
Light Bulbs,2023-11-03,29,29.0
Light Bulbs,2023-11-04,29,26.0
Light Bulbs,2023-11-05,26,28.0
Light Bulbs,2023-11-06,28,28.0
Light Bulbs,2023-11-07,28,28.0
Light Bulbs,2023-11-08,28,28.0
Light Bulbs,2023-11-09,28,27.0
Light Bulbs,2023-11-10,27,68.0
Light Bulbs,2023-11-11,68,44.0
Light Bulbs,2023-11-12,44,25.0
Light Bulbs,2023-11-13,25,24.0
Light Bulbs,2023-11-14,24,21.0
Light Bulbs,2023-11-15,21,19.0
Light Bulbs,2023-11-16,19,20.0
Light Bulbs,2023-11-17,20,19.0
Light Bulbs,2023-11-18,19,18.0
Light Bulbs,2023-11-19,18,19.0
Light Bulbs,2023-11-20,19,21.0
Light Bulbs,2023-11-21,21,20.0
Light Bulbs,2023-11-22,20,18.0
Light Bulbs,2023-11-23,18,19.0
Light Bulbs,2023-11-24,19,19.0
Light Bulbs,2023-11-25,19,20.0
Light Bulbs,2023-11-26,20,19.0
Light Bulbs,2023-11-27,19,20.0
Light Bulbs,2023-11-28,20,20.0
Light Bulbs,2023-11-29,20,22.0
Light Bulbs,2023-11-30,22,
Matches,2023-08-01,20,20.0
Matches,2023-08-02,20,20.0
Matches,2023-08-03,20,20.0
Matches,2023-08-04,20,20.0
Matches,2023-08-05,20,18.0
Matches,2023-08-06,18,19.0
Matches,2023-08-07,19,19.0
Matches,2023-08-08,19,20.0
Matches,2023-08-09,20,19.0
Matches,2023-08-10,19,19.0
Matches,2023-08-11,19,19.0
Matches,2023-08-12,19,17.0
Matches,2023-08-13,17,20.0
Matches,2023-08-14,20,19.0
Matches,2023-08-15,19,19.0
Matches,2023-08-16,19,19.0
Matches,2023-08-17,19,18.0
Matches,2023-08-18,18,19.0
Matches,2023-08-19,19,18.0
Matches,2023-08-20,18,20.0
Matches,2023-08-21,20,18.0
Matches,2023-08-22,18,20.0
Matches,2023-08-23,20,22.0
Matches,2023-08-24,22,22.0
Matches,2023-08-25,22,20.0
Matches,2023-08-26,20,19.0
Matches,2023-08-27,19,20.0
Matches,2023-08-28,20,19.0
Matches,2023-08-29,19,19.0
Matches,2023-08-30,19,19.0
Matches,2023-08-31,19,28.0
Matches,2023-09-01,28,22.0
Matches,2023-09-02,22,20.0
Matches,2023-09-03,20,21.0
Matches,2023-09-04,21,20.0
Matches,2023-09-05,20,23.0
Matches,2023-09-06,23,26.0
Matches,2023-09-07,26,23.0
Matches,2023-09-08,23,24.0
Matches,2023-09-09,24,19.0
Matches,2023-09-10,19,21.0
Matches,2023-09-11,21,21.0
Matches,2023-09-12,21,22.0
Matches,2023-09-13,22,22.0
Matches,2023-09-14,22,22.0
Matches,2023-09-15,22,22.0
Matches,2023-09-16,22,22.0
Matches,2023-09-17,22,25.0
Matches,2023-09-18,25,28.0
Matches,2023-09-19,28,28.0
Matches,2023-09-20,28,26.0
Matches,2023-09-21,26,26.0
Matches,2023-09-22,26,27.0
Matches,2023-09-23,27,26.0
Matches,2023-09-24,26,27.0
Matches,2023-09-25,27,26.0
Matches,2023-09-26,26,26.0
Matches,2023-09-27,26,21.0
Matches,2023-09-28,21,18.0
Matches,2023-09-29,18,17.0
Matches,2023-09-30,17,17.0
Matches,2023-10-01,17,16.0
Matches,2023-10-02,16,15.0
Matches,2023-10-03,15,15.0
Matches,2023-10-04,15,17.0
Matches,2023-10-05,17,17.0
Matches,2023-10-06,17,20.0
Matches,2023-10-07,20,19.0
Matches,2023-10-08,19,17.0
Matches,2023-10-09,17,17.0
Matches,2023-10-10,17,17.0
Matches,2023-10-11,17,17.0
Matches,2023-10-12,17,17.0
Matches,2023-10-13,17,17.0
Matches,2023-10-14,17,16.0
Matches,2023-10-15,16,19.0
Matches,2023-10-16,19,18.0
Matches,2023-10-17,18,17.0
Matches,2023-10-18,17,19.0
Matches,2023-10-19,19,23.0
Matches,2023-10-20,23,17.0
Matches,2023-10-21,17,15.0
Matches,2023-10-22,15,24.0
Matches,2023-10-23,24,44.0
Matches,2023-10-24,44,26.0
Matches,2023-10-25,26,22.0
Matches,2023-10-26,22,23.0
Matches,2023-10-27,23,20.0
Matches,2023-10-28,20,19.0
Matches,2023-10-29,19,21.0
Matches,2023-10-30,21,30.0
Matches,2023-10-31,30,71.0
Matches,2023-11-01,71,43.0
Matches,2023-11-02,43,32.0
Matches,2023-11-03,32,30.0
Matches,2023-11-04,30,25.0
Matches,2023-11-05,25,26.0
Matches,2023-11-06,26,25.0
Matches,2023-11-07,25,30.0
Matches,2023-11-08,30,25.0
